CLIENT_ID,NAME_PRODUCT_TYPE,CAR_AGE,TOTAL_INCOME,PRIORIDAD_VENTA
ES182237042R,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182315484L,PRODUCT 1,10.0,3780.0,2. Alta (Renovación)
ES182210225G,PRODUCT 1,15.0,3780.0,2. Alta (Renovación)
ES182379443V,PRODUCT 1,10.0,3780.0,2. Alta (Renovación)
ES182185871C,PRODUCT 1,10.0,3780.0,2. Alta (Renovación)
ES182420808Q,PRODUCT 1,32.0,3780.0,1. Urgente (Chatarra)
ES182159784Z,PRODUCT 2,10.0,3780.0,2. Alta (Renovación)
ES182283828U,PRODUCT 1,35.0,3780.0,1. Urgente (Chatarra)
ES182119849Q,PRODUCT 2,22.0,3780.0,1. Urgente (Chatarra)
ES182320649X,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182387345Y,PRODUCT 1,13.0,3780.0,2. Alta (Renovación)
ES182180023I,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182104462E,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182120426R,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182419445K,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182353802F,PRODUCT 1,10.0,3780.0,2. Alta (Renovación)
ES182155263H,PRODUCT 1,17.0,3780.0,1. Urgente (Chatarra)
ES182422601A,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182451317H,PRODUCT 1,45.0,3780.0,1. Urgente (Chatarra)
ES182295802W,PRODUCT 1,10.0,3780.0,2. Alta (Renovación)
ES182242429W,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182213126A,PRODUCT 1,16.0,3780.0,1. Urgente (Chatarra)
ES182376263V,PRODUCT 1,18.0,3780.0,1. Urgente (Chatarra)
ES182118256O,PRODUCT 2,28.0,3780.0,1. Urgente (Chatarra)
ES182250378D,PRODUCT 1,10.0,3780.0,2. Alta (Renovación)
ES182425573V,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182276707W,PRODUCT 2,13.0,3780.0,2. Alta (Renovación)
ES182331549Z,PRODUCT 1,18.0,3780.0,1. Urgente (Chatarra)
ES182435575L,PRODUCT 2,14.0,3780.0,2. Alta (Renovación)
ES182398462P,PRODUCT 1,14.0,3780.0,2. Alta (Renovación)
ES182368378S,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182206065Q,PRODUCT 1,40.0,3780.0,1. Urgente (Chatarra)
ES182156598P,PRODUCT 1,18.0,3780.0,1. Urgente (Chatarra)
ES182201267Y,PRODUCT 1,21.0,3780.0,1. Urgente (Chatarra)
ES182216865J,PRODUCT 1,13.0,3780.0,2. Alta (Renovación)
ES182198750P,PRODUCT 1,10.0,3780.0,2. Alta (Renovación)
ES182342597M,PRODUCT 1,31.0,3780.0,1. Urgente (Chatarra)
ES182242948E,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182327539K,PRODUCT 1,25.0,3780.0,1. Urgente (Chatarra)
ES182409420L,PRODUCT 1,25.0,3780.0,1. Urgente (Chatarra)
ES182163140V,PRODUCT 1,64.0,3780.0,1. Urgente (Chatarra)
ES182235336C,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182213568B,PRODUCT 1,13.0,3780.0,2. Alta (Renovación)
ES182413585V,PRODUCT 1,15.0,3780.0,2. Alta (Renovación)
ES182354229R,PRODUCT 1,13.0,3780.0,2. Alta (Renovación)
ES182258605M,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182329128S,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182299065A,PRODUCT 1,13.0,3780.0,2. Alta (Renovación)
ES182414861N,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182333337O,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182125595U,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182362103P,PRODUCT 1,19.0,3780.0,1. Urgente (Chatarra)
ES182249968D,PRODUCT 1,18.0,3780.0,1. Urgente (Chatarra)
ES182269770C,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182235553Y,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182421124Y,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182432054O,PRODUCT 1,14.0,3780.0,2. Alta (Renovación)
ES182371232L,PRODUCT 2,12.0,3780.0,2. Alta (Renovación)
ES182402328W,PRODUCT 1,16.0,3780.0,1. Urgente (Chatarra)
ES182228683X,PRODUCT 1,22.0,3780.0,1. Urgente (Chatarra)
ES182335120D,PRODUCT 1,15.0,3780.0,2. Alta (Renovación)
ES182445154P,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182235245O,PRODUCT 1,14.0,3780.0,2. Alta (Renovación)
ES182273739X,PRODUCT 2,15.0,3780.0,2. Alta (Renovación)
ES182316610B,PRODUCT 1,13.0,3780.0,2. Alta (Renovación)
ES182173397H,PRODUCT 1,24.0,3780.0,1. Urgente (Chatarra)
ES182144063X,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182127338J,PRODUCT 1,14.0,3780.0,2. Alta (Renovación)
ES182442925T,PRODUCT 1,64.0,3780.0,1. Urgente (Chatarra)
ES182181130S,PRODUCT 1,13.0,3780.0,2. Alta (Renovación)
ES182152555D,PRODUCT 1,23.0,3780.0,1. Urgente (Chatarra)
ES182226256I,PRODUCT 2,14.0,3780.0,2. Alta (Renovación)
ES182147056M,PRODUCT 1,23.0,3780.0,1. Urgente (Chatarra)
ES182149347K,PRODUCT 1,24.0,3780.0,1. Urgente (Chatarra)
ES182348299S,PRODUCT 1,15.0,3780.0,2. Alta (Renovación)
ES182180123B,PRODUCT 1,35.0,3780.0,1. Urgente (Chatarra)
ES182169733N,PRODUCT 1,20.0,3780.0,1. Urgente (Chatarra)
ES182213608P,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182328674Z,PRODUCT 1,64.0,3780.0,1. Urgente (Chatarra)
ES182368606M,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182277159D,PRODUCT 1,16.0,3780.0,1. Urgente (Chatarra)
ES182385683B,PRODUCT 1,64.0,3780.0,1. Urgente (Chatarra)
ES182370754D,PRODUCT 1,19.0,3780.0,1. Urgente (Chatarra)
ES182370007S,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182241212U,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182335780V,PRODUCT 1,20.0,3780.0,1. Urgente (Chatarra)
ES182219895K,PRODUCT 1,15.0,3780.0,2. Alta (Renovación)
ES182275857R,PRODUCT 1,64.0,3780.0,1. Urgente (Chatarra)
ES182406657G,PRODUCT 1,14.0,3780.0,2. Alta (Renovación)
ES182249699Z,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182253710Z,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182378809U,PRODUCT 1,13.0,3780.0,2. Alta (Renovación)
ES182142978V,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182235237D,PRODUCT 1,64.0,3780.0,1. Urgente (Chatarra)
ES182253821X,PRODUCT 2,64.0,3780.0,1. Urgente (Chatarra)
ES182176666U,PRODUCT 1,13.0,3780.0,2. Alta (Renovación)
ES182384281D,PRODUCT 1,13.0,3780.0,2. Alta (Renovación)
ES182211449I,PRODUCT 2,18.0,3780.0,1. Urgente (Chatarra)
ES182195965S,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182393861S,PRODUCT 1,17.0,3780.0,1. Urgente (Chatarra)
ES182282793Q,PRODUCT 1,18.0,3780.0,1. Urgente (Chatarra)
ES182435039D,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182147585O,PRODUCT 1,16.0,3780.0,1. Urgente (Chatarra)
ES182222846A,PRODUCT 1,15.0,3780.0,2. Alta (Renovación)
ES182181669P,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182238829J,PRODUCT 1,14.0,3780.0,2. Alta (Renovación)
ES182379161T,PRODUCT 1,24.0,3780.0,1. Urgente (Chatarra)
ES182448713X,PRODUCT 1,16.0,3780.0,1. Urgente (Chatarra)
ES182271235N,PRODUCT 1,16.0,3780.0,1. Urgente (Chatarra)
ES182223829A,PRODUCT 1,64.0,3780.0,1. Urgente (Chatarra)
ES182151402Q,PRODUCT 1,20.0,3780.0,1. Urgente (Chatarra)
ES182429718J,PRODUCT 1,24.0,3780.0,1. Urgente (Chatarra)
ES182437346Y,PRODUCT 1,17.0,3780.0,1. Urgente (Chatarra)
ES182226403X,PRODUCT 1,17.0,3780.0,1. Urgente (Chatarra)
ES182143648L,PRODUCT 1,28.0,3780.0,1. Urgente (Chatarra)
ES182331763N,PRODUCT 1,21.0,3780.0,1. Urgente (Chatarra)
ES182386507J,PRODUCT 1,64.0,3780.0,1. Urgente (Chatarra)
ES182358769B,PRODUCT 1,15.0,3780.0,2. Alta (Renovación)
ES182265193S,PRODUCT 1,26.0,3780.0,1. Urgente (Chatarra)
ES182215123L,PRODUCT 1,22.0,3780.0,1. Urgente (Chatarra)
ES182405580U,PRODUCT 1,14.0,3780.0,2. Alta (Renovación)
ES182300879T,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182413433E,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182286196E,PRODUCT 1,16.0,3780.0,1. Urgente (Chatarra)
ES182305664K,PRODUCT 1,10.0,3780.0,2. Alta (Renovación)
ES182454484X,PRODUCT 1,14.0,3780.0,2. Alta (Renovación)
ES182367128N,PRODUCT 1,25.0,3780.0,1. Urgente (Chatarra)
ES182276019M,PRODUCT 1,16.0,3780.0,1. Urgente (Chatarra)
ES182335190S,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182438869G,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182281805F,PRODUCT 1,15.0,3780.0,2. Alta (Renovación)
ES182260033P,PRODUCT 1,18.0,3780.0,1. Urgente (Chatarra)
ES182387376D,PRODUCT 2,14.0,3780.0,2. Alta (Renovación)
ES182449295K,PRODUCT 1,14.0,3780.0,2. Alta (Renovación)
ES182245130Z,PRODUCT 1,10.0,3780.0,2. Alta (Renovación)
ES182175181V,PRODUCT 1,21.0,3780.0,1. Urgente (Chatarra)
ES182363010B,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182434389B,PRODUCT 1,14.0,3780.0,2. Alta (Renovación)
ES182127059C,PRODUCT 1,17.0,3780.0,1. Urgente (Chatarra)
ES182114570J,PRODUCT 1,16.0,3780.0,1. Urgente (Chatarra)
ES182294049R,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182321291T,PRODUCT 1,10.0,3780.0,2. Alta (Renovación)
ES182206778B,PRODUCT 1,21.0,3780.0,1. Urgente (Chatarra)
ES182182112P,PRODUCT 1,26.0,3780.0,1. Urgente (Chatarra)
ES182373647B,PRODUCT 1,15.0,3780.0,2. Alta (Renovación)
ES182184092U,PRODUCT 1,20.0,3780.0,1. Urgente (Chatarra)
ES182353204K,PRODUCT 1,14.0,3780.0,2. Alta (Renovación)
ES182378883N,PRODUCT 1,16.0,3780.0,1. Urgente (Chatarra)
ES182151392S,PRODUCT 1,15.0,3780.0,2. Alta (Renovación)
ES182358340B,PRODUCT 1,14.0,3780.0,2. Alta (Renovación)
ES182216171E,PRODUCT 1,16.0,3780.0,1. Urgente (Chatarra)
ES182150805G,PRODUCT 1,64.0,3780.0,1. Urgente (Chatarra)
ES182280865E,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182401490R,PRODUCT 1,14.0,3780.0,2. Alta (Renovación)
ES182321976D,PRODUCT 1,22.0,3780.0,1. Urgente (Chatarra)
ES182314664Y,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182282729C,PRODUCT 1,16.0,3780.0,1. Urgente (Chatarra)
ES182140345R,PRODUCT 1,26.0,3780.0,1. Urgente (Chatarra)
ES182217114Y,PRODUCT 1,17.0,3780.0,1. Urgente (Chatarra)
ES182385394L,PRODUCT 1,16.0,3780.0,1. Urgente (Chatarra)
ES182386273H,PRODUCT 1,25.0,3780.0,1. Urgente (Chatarra)
ES182188908M,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182346120P,PRODUCT 1,20.0,3780.0,1. Urgente (Chatarra)
ES182116227E,PRODUCT 2,17.0,3780.0,1. Urgente (Chatarra)
ES182348823S,PRODUCT 1,16.0,3780.0,1. Urgente (Chatarra)
ES182350182U,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182131757P,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182163361O,PRODUCT 1,16.0,3780.0,1. Urgente (Chatarra)
ES182231781E,PRODUCT 1,15.0,3780.0,2. Alta (Renovación)
ES182231185R,PRODUCT 1,18.0,3780.0,1. Urgente (Chatarra)
ES182301068L,PRODUCT 1,23.0,3780.0,1. Urgente (Chatarra)
ES182192400E,PRODUCT 1,31.0,3780.0,1. Urgente (Chatarra)
ES182140415X,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182317146E,PRODUCT 1,14.0,3780.0,2. Alta (Renovación)
ES182417686U,PRODUCT 1,13.0,3780.0,2. Alta (Renovación)
ES182102580V,PRODUCT 1,14.0,3780.0,2. Alta (Renovación)
ES182258324Z,PRODUCT 1,24.0,3780.0,1. Urgente (Chatarra)
ES182153300O,PRODUCT 1,10.0,3780.0,2. Alta (Renovación)
ES182320650G,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182250812E,PRODUCT 2,64.0,3780.0,1. Urgente (Chatarra)
ES182131609G,PRODUCT 1,19.0,3780.0,1. Urgente (Chatarra)
ES182284336Q,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182402524N,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182181515Y,PRODUCT 1,18.0,3780.0,1. Urgente (Chatarra)
ES182453575Z,PRODUCT 1,15.0,3780.0,2. Alta (Renovación)
ES182431460F,PRODUCT 2,13.0,3780.0,2. Alta (Renovación)
ES182256089O,PRODUCT 2,12.0,3780.0,2. Alta (Renovación)
ES182318380E,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182219240Y,PRODUCT 1,15.0,3780.0,2. Alta (Renovación)
ES182240282E,PRODUCT 1,19.0,3780.0,1. Urgente (Chatarra)
ES182268579E,PRODUCT 1,15.0,3780.0,2. Alta (Renovación)
ES182281268F,PRODUCT 1,16.0,3780.0,1. Urgente (Chatarra)
ES182151426X,PRODUCT 1,17.0,3780.0,1. Urgente (Chatarra)
ES182441186Q,PRODUCT 1,18.0,3780.0,1. Urgente (Chatarra)
ES182339365O,PRODUCT 1,64.0,3780.0,1. Urgente (Chatarra)
ES182197185Z,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182246490F,PRODUCT 1,17.0,3780.0,1. Urgente (Chatarra)
ES182265679E,PRODUCT 1,15.0,3780.0,2. Alta (Renovación)
ES182172192B,PRODUCT 1,28.0,3780.0,1. Urgente (Chatarra)
ES182289567L,PRODUCT 1,10.0,3780.0,2. Alta (Renovación)
ES182426716K,PRODUCT 1,24.0,3780.0,1. Urgente (Chatarra)
ES182401658E,PRODUCT 1,24.0,3780.0,1. Urgente (Chatarra)
ES182238898X,PRODUCT 2,16.0,3780.0,1. Urgente (Chatarra)
ES182452419U,PRODUCT 2,12.0,3780.0,2. Alta (Renovación)
ES182383630K,PRODUCT 1,10.0,3780.0,2. Alta (Renovación)
ES182125281W,PRODUCT 1,18.0,3780.0,1. Urgente (Chatarra)
ES182291089J,PRODUCT 1,19.0,3780.0,1. Urgente (Chatarra)
ES182377265E,PRODUCT 1,25.0,3780.0,1. Urgente (Chatarra)
ES182277505G,PRODUCT 1,17.0,3780.0,1. Urgente (Chatarra)
ES182300089F,PRODUCT 1,10.0,3780.0,2. Alta (Renovación)
ES182449121X,PRODUCT 1,10.0,3780.0,2. Alta (Renovación)
ES182239510S,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182222517P,PRODUCT 1,10.0,3780.0,2. Alta (Renovación)
ES182208002M,PRODUCT 1,64.0,3780.0,1. Urgente (Chatarra)
ES182366189E,PRODUCT 1,10.0,3780.0,2. Alta (Renovación)
ES182404427M,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182221670W,PRODUCT 1,20.0,3780.0,1. Urgente (Chatarra)
ES182109008N,PRODUCT 1,20.0,3780.0,1. Urgente (Chatarra)
ES182187101I,PRODUCT 1,15.0,3780.0,2. Alta (Renovación)
ES182267514I,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182175301Y,PRODUCT 1,15.0,3780.0,2. Alta (Renovación)
ES182397644K,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182329277V,PRODUCT 1,25.0,3780.0,1. Urgente (Chatarra)
ES182239223E,PRODUCT 1,17.0,3780.0,1. Urgente (Chatarra)
ES182422263Q,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182147137I,PRODUCT 1,19.0,3780.0,1. Urgente (Chatarra)
ES182375523K,PRODUCT 1,24.0,3780.0,1. Urgente (Chatarra)
ES182361924X,PRODUCT 1,22.0,3780.0,1. Urgente (Chatarra)
ES182426340U,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182177062I,PRODUCT 1,21.0,3780.0,1. Urgente (Chatarra)
ES182374754D,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182438100K,PRODUCT 1,13.0,3780.0,2. Alta (Renovación)
ES182176549B,PRODUCT 1,19.0,3780.0,1. Urgente (Chatarra)
ES182285134N,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182238684A,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182384376H,PRODUCT 1,20.0,3780.0,1. Urgente (Chatarra)
ES182370559P,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182224548I,PRODUCT 1,33.0,3780.0,1. Urgente (Chatarra)
ES182339792O,PRODUCT 1,14.0,3780.0,2. Alta (Renovación)
ES182351469E,PRODUCT 1,17.0,3780.0,1. Urgente (Chatarra)
ES182277039Y,PRODUCT 1,17.0,3780.0,1. Urgente (Chatarra)
ES182407804U,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182305221M,PRODUCT 2,13.0,3780.0,2. Alta (Renovación)
ES182389570Z,PRODUCT 1,13.0,3780.0,2. Alta (Renovación)
ES182452275O,PRODUCT 2,23.0,3780.0,1. Urgente (Chatarra)
ES182444156D,PRODUCT 1,18.0,3780.0,1. Urgente (Chatarra)
ES182344235R,PRODUCT 1,14.0,3780.0,2. Alta (Renovación)
ES182216127W,PRODUCT 1,16.0,3780.0,1. Urgente (Chatarra)
ES182128935L,PRODUCT 1,64.0,3780.0,1. Urgente (Chatarra)
ES182344801O,PRODUCT 1,19.0,3780.0,1. Urgente (Chatarra)
ES182168087Z,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182399383Z,PRODUCT 1,13.0,3780.0,2. Alta (Renovación)
ES182322387S,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182114481E,PRODUCT 1,14.0,3780.0,2. Alta (Renovación)
ES182349572P,PRODUCT 2,13.0,3780.0,2. Alta (Renovación)
ES182127843F,PRODUCT 1,14.0,3780.0,2. Alta (Renovación)
ES182323983M,PRODUCT 1,22.0,3780.0,1. Urgente (Chatarra)
ES182101016Z,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182339201L,PRODUCT 1,13.0,3780.0,2. Alta (Renovación)
ES182299572R,PRODUCT 1,12.0,3780.0,2. Alta (Renovación)
ES182189974C,PRODUCT 1,11.0,3780.0,2. Alta (Renovación)
ES182381853A,PRODUCT 1,21.0,3780.0,1. Urgente (Chatarra)
ES182350654N,PRODUCT 1,16.0,3780.0,1. Urgente (Chatarra)
ES182394905T,PRODUCT 1,12.0,3763.8,2. Alta (Renovación)
ES182140581K,PRODUCT 1,22.0,3736.8,1. Urgente (Chatarra)
ES182101317E,PRODUCT 2,11.0,3726.0,2. Alta (Renovación)
ES182262471O,PRODUCT 1,64.5,3726.0,1. Urgente (Chatarra)
ES182320439H,PRODUCT 1,15.0,3726.0,2. Alta (Renovación)
ES182191289L,PRODUCT 1,15.0,3726.0,2. Alta (Renovación)
ES182131463C,PRODUCT 1,12.0,3726.0,2. Alta (Renovación)
ES182282639B,PRODUCT 1,16.0,3726.0,1. Urgente (Chatarra)
ES182280487U,PRODUCT 1,11.0,3699.0,2. Alta (Renovación)
ES182257771T,PRODUCT 1,22.0,3672.0,1. Urgente (Chatarra)
ES182284273T,PRODUCT 1,10.0,3672.0,2. Alta (Renovación)
ES182203682O,PRODUCT 1,10.0,3672.0,2. Alta (Renovación)
ES182138662U,PRODUCT 1,21.0,3672.0,1. Urgente (Chatarra)
ES182140746U,PRODUCT 1,19.0,3672.0,1. Urgente (Chatarra)
ES182101985Z,PRODUCT 1,12.0,3672.0,2. Alta (Renovación)
ES182164346L,PRODUCT 1,15.0,3672.0,2. Alta (Renovación)
ES182239508L,PRODUCT 1,10.0,3672.0,2. Alta (Renovación)
ES182152330M,PRODUCT 1,11.0,3672.0,2. Alta (Renovación)
ES182233202L,PRODUCT 1,15.0,3672.0,2. Alta (Renovación)
ES182378082N,PRODUCT 1,13.0,3672.0,2. Alta (Renovación)
ES182286593D,PRODUCT 1,13.0,3672.0,2. Alta (Renovación)
ES182434220B,PRODUCT 1,11.0,3672.0,2. Alta (Renovación)
ES182346466D,PRODUCT 1,11.0,3672.0,2. Alta (Renovación)
ES182196309Z,PRODUCT 1,64.5,3672.0,1. Urgente (Chatarra)
ES182441523A,PRODUCT 1,10.0,3672.0,2. Alta (Renovación)
ES182345072V,PRODUCT 1,27.0,3672.0,1. Urgente (Chatarra)
ES182365417T,PRODUCT 1,17.0,3672.0,1. Urgente (Chatarra)
ES182415933B,PRODUCT 1,21.0,3672.0,1. Urgente (Chatarra)
ES182228443C,PRODUCT 1,12.0,3672.0,2. Alta (Renovación)
ES182359942K,PRODUCT 1,17.0,3672.0,1. Urgente (Chatarra)
ES182204930P,PRODUCT 1,14.0,3672.0,2. Alta (Renovación)
ES182288328N,PRODUCT 1,25.0,3672.0,1. Urgente (Chatarra)
ES182224634O,PRODUCT 1,20.0,3672.0,1. Urgente (Chatarra)
ES182168501X,PRODUCT 1,24.0,3672.0,1. Urgente (Chatarra)
ES182154311E,PRODUCT 1,16.0,3672.0,1. Urgente (Chatarra)
ES182161475G,PRODUCT 1,64.0,3672.0,1. Urgente (Chatarra)
ES182315014I,PRODUCT 1,16.0,3672.0,1. Urgente (Chatarra)
ES182207177W,PRODUCT 1,12.0,3672.0,2. Alta (Renovación)
ES182203370M,PRODUCT 2,13.0,3672.0,2. Alta (Renovación)
ES182114138H,PRODUCT 1,13.0,3672.0,2. Alta (Renovación)
ES182105800K,PRODUCT 1,22.0,3672.0,1. Urgente (Chatarra)
ES182397131C,PRODUCT 1,15.0,3672.0,2. Alta (Renovación)
ES182267052I,PRODUCT 1,11.0,3672.0,2. Alta (Renovación)
ES182443327H,PRODUCT 1,22.0,3672.0,1. Urgente (Chatarra)
ES182275058O,PRODUCT 1,18.0,3618.0,1. Urgente (Chatarra)
ES182229484R,PRODUCT 1,15.0,3618.0,2. Alta (Renovación)
ES182105120P,PRODUCT 1,28.0,3618.0,1. Urgente (Chatarra)
ES182288230P,PRODUCT 1,24.0,3618.0,1. Urgente (Chatarra)
ES182417547Q,PRODUCT 1,12.0,3618.0,2. Alta (Renovación)
ES182165173I,PRODUCT 1,17.0,3618.0,1. Urgente (Chatarra)
ES182186937T,PRODUCT 1,16.0,3618.0,1. Urgente (Chatarra)
ES182237561U,PRODUCT 1,12.0,3618.0,2. Alta (Renovación)
ES182242265Q,PRODUCT 1,13.0,3618.0,2. Alta (Renovación)
ES182370776E,PRODUCT 1,16.0,3618.0,1. Urgente (Chatarra)
ES182205872C,PRODUCT 1,13.0,3618.0,2. Alta (Renovación)
ES182170253F,PRODUCT 1,22.0,3618.0,1. Urgente (Chatarra)
ES182392290A,PRODUCT 1,64.0,3618.0,1. Urgente (Chatarra)
ES182326455R,PRODUCT 1,18.0,3618.0,1. Urgente (Chatarra)
ES182209463C,PRODUCT 1,10.0,3618.0,2. Alta (Renovación)
ES182449057I,PRODUCT 1,20.0,3618.0,1. Urgente (Chatarra)
ES182112264T,PRODUCT 1,14.0,3618.0,2. Alta (Renovación)
ES182183241R,PRODUCT 1,22.0,3618.0,1. Urgente (Chatarra)
ES182410851L,PRODUCT 1,25.0,3567.78,1. Urgente (Chatarra)
ES182347307T,PRODUCT 1,22.0,3564.0,1. Urgente (Chatarra)
ES182245865T,PRODUCT 1,15.0,3564.0,2. Alta (Renovación)
ES182383989J,PRODUCT 1,11.0,3564.0,2. Alta (Renovación)
ES182395378R,PRODUCT 1,23.0,3564.0,1. Urgente (Chatarra)
ES182425228G,PRODUCT 1,23.0,3547.8,1. Urgente (Chatarra)
ES182302516Z,PRODUCT 1,10.0,3531.6,2. Alta (Renovación)
ES182127981R,PRODUCT 1,10.0,3531.6,2. Alta (Renovación)
ES182325607F,PRODUCT 1,14.0,3526.2,2. Alta (Renovación)
ES182357571I,PRODUCT 1,13.0,3523.5,2. Alta (Renovación)
ES182421026I,PRODUCT 1,19.0,3510.0,1. Urgente (Chatarra)
ES182399418S,PRODUCT 1,15.0,3510.0,2. Alta (Renovación)
ES182302798J,PRODUCT 1,64.0,3510.0,1. Urgente (Chatarra)
ES182346089R,PRODUCT 1,18.0,3510.0,1. Urgente (Chatarra)
ES182201439N,PRODUCT 1,11.0,3510.0,2. Alta (Renovación)
ES182297373C,PRODUCT 1,17.0,3510.0,1. Urgente (Chatarra)
ES182336821D,PRODUCT 1,18.0,3510.0,1. Urgente (Chatarra)
ES182443276O,PRODUCT 1,13.0,3510.0,2. Alta (Renovación)
ES182183294K,PRODUCT 1,10.0,3510.0,2. Alta (Renovación)
ES182241690E,PRODUCT 1,16.0,3510.0,1. Urgente (Chatarra)
ES182349290H,PRODUCT 1,25.0,3510.0,1. Urgente (Chatarra)
ES182188437E,PRODUCT 1,10.0,3510.0,2. Alta (Renovación)
ES182152144U,PRODUCT 1,11.0,3510.0,2. Alta (Renovación)
ES182393659B,PRODUCT 1,64.0,3510.0,1. Urgente (Chatarra)
ES182320420P,PRODUCT 1,64.0,3510.0,1. Urgente (Chatarra)
ES182233236F,PRODUCT 1,16.0,3510.0,1. Urgente (Chatarra)
ES182260188J,PRODUCT 1,13.0,3510.0,2. Alta (Renovación)
ES182241985K,PRODUCT 1,17.0,3510.0,1. Urgente (Chatarra)
ES182350221L,PRODUCT 1,28.0,3510.0,1. Urgente (Chatarra)
ES182173818T,PRODUCT 1,11.0,3510.0,2. Alta (Renovación)
ES182391339P,PRODUCT 1,28.0,3510.0,1. Urgente (Chatarra)
ES182164044Z,PRODUCT 1,43.0,3510.0,1. Urgente (Chatarra)
ES182407078N,PRODUCT 2,13.0,3510.0,2. Alta (Renovación)
ES182244332L,PRODUCT 1,18.0,3510.0,1. Urgente (Chatarra)
ES182356906C,PRODUCT 1,17.0,3510.0,1. Urgente (Chatarra)
ES182314931R,PRODUCT 1,16.0,3510.0,1. Urgente (Chatarra)
ES182141357C,PRODUCT 1,11.0,3510.0,2. Alta (Renovación)
ES182407905G,PRODUCT 1,20.0,3510.0,1. Urgente (Chatarra)
ES182362876R,PRODUCT 1,22.0,3510.0,1. Urgente (Chatarra)
ES182179709K,PRODUCT 1,11.0,3510.0,2. Alta (Renovación)
ES182204672S,PRODUCT 1,17.0,3510.0,1. Urgente (Chatarra)
